complaint_id,date,complaint_text,department,sentiment,city,priority_level,resolution_days,is_repeat_complaint,submission_channel
CMP00813,2022-04-15,Our colony has not received clean drinking water since 15 days. This is unacceptable.,Water,Neutral,Delhi,2,17,0,app
CMP00814,2023-11-14,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Kolkata,4,5,0,online
CMP00815,2022-08-27,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Neutral,Bengaluru,2,40,0,app
CMP00816,2022-05-21,No electricity for 26 hours during peak summer. Elderly patients are in critical condition.,Electricity,Negative,Pune,3,32,0,phone
CMP00817,2022-12-03,No electricity for 8 hours during peak summer. Elderly patients are in critical condition.,Electricity,Neutral,Delhi,2,18,0,online
CMP00818,2022-08-23,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Pune,2,22,0,phone
CMP00819,2023-06-18,Bus frequency on route 7D reduced drastically. Commuters waiting 23 hours daily.,Transport,Negative,Pune,4,12,1,online
CMP00820,2022-07-29,We have been submitting water shortage complaints for months but no action has been taken.,Water,Critical/Urgent,Delhi,5,2,0,phone
CMP00821,2022-07-22,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Critical/Urgent,Hyderabad,5,7,0,phone
CMP00822,2022-10-06,Speed breakers on SV Road are unmarked and causing serious accidents at night.,Roads,Neutral,Kolkata,2,6,0,walk-in
CMP00823,2022-06-09,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Neutral,Kolkata,2,2,1,walk-in
CMP00824,2023-07-21,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Neutral,Delhi,2,17,1,walk-in
CMP00825,2022-03-15,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Pune,2,9,1,phone
CMP00826,2023-02-19,Electricity bill is extremely high this month despite less usage. Clear overcharging happening.,Electricity,Negative,Ahmedabad,4,26,0,walk-in
CMP00827,2023-01-30,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Negative,Delhi,3,13,1,app
CMP00828,2023-10-29,Teacher absent without any substitute for 18 days. No learning happening for children.,Education,Negative,Ahmedabad,3,28,0,phone
CMP00829,2022-09-25,Garbage not collected for 28 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Negative,Kolkata,3,44,0,app
CMP00830,2023-02-12,A transformer on Brigade Road exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Negative,Mumbai,4,34,0,walk-in
CMP00831,2023-08-24,No electricity for 10 hours during peak summer. Elderly patients are in critical condition.,Electricity,Neutral,Chennai,2,27,0,online
CMP00832,2023-12-17,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Negative,Chennai,4,1,0,walk-in
CMP00833,2023-11-02,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Neutral,Chennai,2,28,0,phone
CMP00834,2022-07-06,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Mumbai,2,29,0,phone
CMP00835,2022-09-23,"Power cut in our area since 25 days. No electricity at all, we cannot survive in this heat.",Electricity,Critical/Urgent,Ahmedabad,5,8,0,phone
CMP00836,2022-12-17,Water pressure is very low in our building. Third floor gets no water at all.,Water,Negative,Bengaluru,3,38,0,walk-in
CMP00837,2022-04-10,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Negative,Hyderabad,3,34,0,walk-in
CMP00838,2023-09-11,Bus driver overspeeding dangerously. Narrowly missed accident with school children today.,Transport,Neutral,Ahmedabad,2,22,0,app
CMP00839,2022-12-05,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Negative,Mumbai,4,1,1,walk-in
CMP00840,2023-12-18,Ambulance took 2 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Hyderabad,5,6,1,walk-in
CMP00841,2022-01-18,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Pune,2,3,0,walk-in
CMP00842,2023-05-03,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Neutral,Mumbai,2,25,0,phone
CMP00843,2022-11-05,Ambulance took 29 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Kolkata,3,11,1,online
CMP00844,2023-03-22,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Negative,Bengaluru,3,11,0,walk-in
CMP00845,2023-11-18,School has not received textbooks yet. Academic year already 9 months in progress.,Education,Critical/Urgent,Mumbai,5,3,1,online
CMP00846,2023-01-22,Teacher absent without any substitute for 29 days. No learning happening for children.,Education,Negative,Ahmedabad,4,42,1,phone
CMP00847,2022-12-15,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Hyderabad,3,8,0,phone
CMP00848,2023-02-02,Teacher absent without any substitute for 14 days. No learning happening for children.,Education,Negative,Ahmedabad,3,21,0,phone
CMP00849,2022-11-20,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Positive,Delhi,1,19,0,walk-in
CMP00850,2023-09-06,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Critical/Urgent,Pune,5,5,0,app
CMP00851,2022-03-02,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Negative,Pune,4,10,0,phone
CMP00852,2022-11-03,Government hospital has no doctors available on most days. Patients turned away.,Healthcare,Negative,Delhi,4,2,1,app
CMP00853,2022-10-17,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Hyderabad,4,45,1,online
CMP00854,2023-11-02,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Delhi,4,37,0,walk-in
CMP00855,2023-10-29,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Negative,Bengaluru,3,24,0,phone
CMP00856,2023-05-01,Waste collection vehicle has not come for 23 days. Residents dumping on road.,Sanitation,Negative,Delhi,4,4,0,app
CMP00857,2022-05-02,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Hyderabad,2,26,1,app
CMP00858,2023-04-20,Ambulance took 22 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Ahmedabad,5,5,1,app
CMP00859,2023-10-19,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Neutral,Hyderabad,2,2,1,app
CMP00860,2022-11-02,Medicines not available at government dispensary for 27 weeks. Patients suffering badly.,Healthcare,Negative,Delhi,4,7,0,online
CMP00861,2023-06-16,Ambulance took 14 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Mumbai,3,14,0,phone
CMP00862,2022-02-10,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Negative,Delhi,3,37,0,phone
CMP00863,2023-01-08,Water pressure is very low in our building. Third floor gets no water at all.,Water,Negative,Delhi,4,28,0,phone
CMP00864,2022-05-24,Road on Anna Salai has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Neutral,Kolkata,2,45,0,app
CMP00865,2022-08-31,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Neutral,Bengaluru,2,13,0,app
CMP00866,2022-05-12,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Ahmedabad,4,5,0,app
CMP00867,2023-11-24,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Critical/Urgent,Ahmedabad,5,3,0,online
CMP00868,2023-08-01,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Critical/Urgent,Delhi,5,7,0,app
CMP00869,2022-03-21,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Neutral,Chennai,2,8,0,walk-in
CMP00870,2022-05-30,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Hyderabad,4,18,0,online
CMP00871,2023-06-24,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Negative,Chennai,3,38,1,online
CMP00872,2023-09-15,Metro station lift not working for 24 weeks. Elderly and disabled unable to use.,Transport,Neutral,Mumbai,2,4,0,app
CMP00873,2023-05-04,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Critical/Urgent,Delhi,5,5,0,phone
CMP00874,2022-02-24,Ambulance took 6 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Pune,5,4,1,walk-in
CMP00875,2023-03-15,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Negative,Hyderabad,4,20,0,app
CMP00876,2022-09-03,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Negative,Mumbai,3,11,0,online
CMP00877,2023-03-11,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Critical/Urgent,Delhi,5,8,1,online
CMP00878,2023-12-21,Garbage not collected for 21 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Negative,Pune,4,16,0,walk-in
CMP00879,2023-06-11,Electricity bill is extremely high this month despite less usage. Clear overcharging happening.,Electricity,Critical/Urgent,Pune,5,1,1,walk-in
CMP00880,2022-10-25,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Chennai,3,31,0,app
CMP00881,2023-04-20,"Power cut in our area since 25 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Kolkata,3,4,0,online
CMP00882,2022-01-06,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Neutral,Pune,2,12,1,app
CMP00883,2023-02-25,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Negative,Mumbai,3,32,0,phone
CMP00884,2023-01-09,School has not received textbooks yet. Academic year already 9 months in progress.,Education,Negative,Ahmedabad,4,12,0,online
CMP00885,2022-01-06,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Neutral,Pune,2,13,0,phone
CMP00886,2022-06-14,Road on FC Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Hyderabad,3,31,0,online
CMP00887,2023-02-14,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Ahmedabad,4,9,0,online
CMP00888,2022-02-23,Government school has no teachers for 6 months. Children sitting idle in class.,Education,Negative,Pune,3,28,0,walk-in
CMP00889,2022-09-11,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Neutral,Delhi,2,33,0,phone
CMP00890,2023-11-14,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Ahmedabad,2,13,1,online
CMP00891,2022-05-16,Ambulance took 8 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Ahmedabad,5,1,0,phone
CMP00892,2023-02-22,No electricity for 2 hours during peak summer. Elderly patients are in critical condition.,Electricity,Negative,Chennai,4,45,0,phone
CMP00893,2023-10-22,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Neutral,Bengaluru,2,20,0,app
CMP00894,2022-07-06,Speed breakers on FC Road are unmarked and causing serious accidents at night.,Roads,Negative,Bengaluru,3,1,0,app
CMP00895,2022-07-09,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Chennai,4,32,0,app
CMP00896,2022-12-06,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Pune,2,24,0,phone
CMP00897,2022-05-14,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Critical/Urgent,Mumbai,5,1,0,phone
CMP00898,2022-11-05,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Critical/Urgent,Kolkata,5,4,0,online
CMP00899,2023-04-05,Electricity bill is extremely high this month despite less usage. Clear overcharging happening.,Electricity,Negative,Mumbai,4,28,0,walk-in
CMP00900,2022-02-16,Garbage not collected for 7 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Negative,Bengaluru,4,45,0,walk-in
CMP00901,2023-07-30,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Neutral,Ahmedabad,2,26,0,phone
CMP00902,2023-05-31,"Power cut in our area since 7 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Chennai,4,20,0,app
CMP00903,2023-07-01,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Hyderabad,3,19,0,phone
CMP00904,2022-08-04,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Mumbai,2,1,0,app
CMP00905,2023-02-23,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Chennai,2,21,0,online
CMP00906,2023-07-05,Teacher absent without any substitute for 9 days. No learning happening for children.,Education,Negative,Mumbai,3,45,1,app
CMP00907,2022-07-28,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Ahmedabad,4,10,1,phone
CMP00908,2023-05-23,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Critical/Urgent,Delhi,5,8,0,phone
CMP00909,2022-11-14,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Negative,Delhi,3,12,1,phone
CMP00910,2023-10-23,Water pipe has burst on FC Road and water is flooding the road. Immediate repair needed urgently.,Water,Neutral,Ahmedabad,2,7,0,online
