complaint_id,date,complaint_text,department,sentiment,city,priority_level,resolution_days,is_repeat_complaint,submission_channel,cleaned_text,processed_text,lemmatized_text,token_count,has_urgent_word,exclamation_count
CMP00540,2022-11-30,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Neutral,Mumbai,2,20,1,walk-in,auto rickshaws refusing short distance trips and overcharging passengers in our area,auto rickshaws refusing short distance trips overcharging passengers area,auto rickshaw refusing short distance trip overcharging passenger area,12,0,0
CMP00541,2023-01-29,Illegal parking by trucks blocking entire road near market every morning.,Transport,Negative,Mumbai,4,22,0,walk-in,illegal parking by trucks blocking entire road near market every morning,illegal parking trucks blocking entire road near market every morning,illegal parking truck blocking entire road near market every morning,11,0,0
CMP00542,2022-06-27,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Neutral,Mumbai,2,37,1,online,toilet facility in school completely non functional girl students leaving school early,toilet facility school completely non functional girl students leaving school early,toilet facility school completely non functional girl student leaving school early,12,0,0
CMP00543,2022-06-30,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Positive,Chennai,1,26,0,online,traffic signal at main junction not working for days causing major accidents daily,traffic signal main junction not working days causing major accidents daily,traffic signal main junction not working day causing major accident daily,13,0,0
CMP00544,2022-04-03,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Critical/Urgent,Hyderabad,5,3,0,phone,hospital building in very poor condition ceiling leaking on patients during rains,hospital building poor condition ceiling leaking patients rains,hospital building poor condition ceiling leaking patient rain,12,0,0
CMP00545,2022-07-30,Ambulance took 16 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Pune,3,20,0,walk-in,ambulance took hours to arrive for emergency call patient condition worsened,ambulance took hours arrive emergency call patient condition worsened,ambulance took hour arrive emergency call patient condition worsened,11,1,0
CMP00546,2022-10-29,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Negative,Bengaluru,3,24,0,online,vaccination camp cancelled without notice parents came with children from far areas,vaccination camp cancelled without notice parents came children far areas,vaccination camp cancelled without notice parent came child far area,12,0,0
CMP00547,2022-08-29,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Critical/Urgent,Ahmedabad,5,10,1,app,vaccination camp cancelled without notice parents came with children from far areas,vaccination camp cancelled without notice parents came children far areas,vaccination camp cancelled without notice parent came child far area,12,0,0
CMP00548,2023-05-02,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Delhi,3,13,1,app,hospital building in very poor condition ceiling leaking on patients during rains,hospital building poor condition ceiling leaking patients rains,hospital building poor condition ceiling leaking patient rain,12,0,0
CMP00549,2022-05-18,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Neutral,Bengaluru,2,5,0,phone,toilet facility in school completely non functional girl students leaving school early,toilet facility school completely non functional girl students leaving school early,toilet facility school completely non functional girl student leaving school early,12,0,0
CMP00550,2022-05-21,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Critical/Urgent,Ahmedabad,5,8,1,phone,long waiting queues at government hospital patients waiting since morning without help,long waiting queues government hospital patients waiting since morning without help,long waiting queue government hospital patient waiting since morning without help,12,0,0
CMP00551,2022-08-20,Waste collection vehicle has not come for 19 days. Residents dumping on road.,Sanitation,Critical/Urgent,Delhi,5,7,0,walk-in,waste collection vehicle has not come for days residents dumping on road,waste collection vehicle not come days residents dumping road,waste collection vehicle not come day resident dumping road,12,0,0
CMP00552,2022-02-08,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Kolkata,3,24,0,walk-in,no drinking water available in government school children going thirsty all day,no drinking water available government school children going thirsty day,no drinking water available government school child going thirsty day,12,0,0
CMP00553,2023-06-20,Medicines not available at government dispensary for 6 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Mumbai,5,4,1,online,medicines not available at government dispensary for weeks patients suffering badly,medicines not available government dispensary weeks patients suffering badly,medicine not available government dispensary week patient suffering badly,11,0,0
CMP00554,2023-04-26,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Critical/Urgent,Kolkata,5,9,1,app,no female doctor available at health center women patients feel extremely uncomfortable,no female doctor available health center women patients feel extremely uncomfortable,no female doctor available health center woman patient feel extremely uncomfortable,12,0,0
CMP00555,2023-12-13,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Negative,Chennai,3,37,0,online,open defecation happening near children playground due to no public toilet facility,open defecation happening near children playground due no public toilet facility,open defecation happening near child playground due no public toilet facility,12,0,0
CMP00556,2023-11-04,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Critical/Urgent,Chennai,5,10,0,app,long waiting queues at government hospital patients waiting since morning without help,long waiting queues government hospital patients waiting since morning without help,long waiting queue government hospital patient waiting since morning without help,12,0,0
CMP00557,2022-09-16,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Critical/Urgent,Delhi,5,10,0,app,garbage dump near our society is overflowing rodents and mosquitoes breeding rapidly,garbage dump near society overflowing rodents mosquitoes breeding rapidly,garbage dump near society overflowing rodent mosquito breeding rapidly,12,0,0
CMP00558,2023-08-29,School has not received textbooks yet. Academic year already 2 months in progress.,Education,Neutral,Delhi,2,43,1,app,school has not received textbooks yet academic year already months in progress,school not received textbooks yet academic year already months progress,school not received textbook yet academic year already month progress,12,0,0
